TIGMER Laredo	0	0	0	0	0
U Texas Austin (Dell)	0	DO_NOT_SEND	0	PD	0
U Texas Houston	0	DISCOURAGED	0	PD	0
U Texas Medical Branch	0	DISCOURAGED	0	PD	0
U Texas RGV (DHR)	0	0	0	0	0
U Texas RGV (Knapp)	0	0	0	0	0
U Texas RGV (VBMC)	0	0	0	0	0
U Texas San Antonio	0	0	0	0	0
U Texas Tyler	0	0	0	0	0
U Texas Southwestern (UTSW)	0	WELCOMED_BUT_NOT_EXPECTED	0	INTERVIEWER	0
William Beaumont Army Med Ctr	0	0	0	0	0
U Utah	0	DO_NOT_SEND	0	WEBSITE	0
U Vermont	0	STRONGLY_DISCOURAGED	0	STATEMENT_OF_MATCH_INTEGRITY	0
Augusta Health, Inc NEW	thank you with emails of interviewers ; details about in-person second look	0	0	0	0
Carilion Virginia Tech	0	0	0	0	0
Eastern Virginia Med School	0	0	0	0	0
HCA LewisGale	0	0	0	0	0
HCA LewisGale Montgomery	0	0	0	0	0
Inova Fairfax	0	NOT_EXPECTED	FALSE	PD	0
Johnston Memorial	0	0	0	0	0
Mary Washington	0	0	0	0	0
Naval Med Ctr Portsmouth	0	0	0	0	0
Riverside Health System NEW	0	0	0	0	0
Sovah Health Danville	0	0	0	0	0
U Virginia	0	NOT_EXPECTED	FALSE	PD	0
Virginia Commonwealth U	0	0	0	0	0
Wellmont Norton	0	0	0	0	0
Legacy Salmon Creek	0	0	0	0	0
Madigan Army Med Ctr	0	0	0	0	0
Skagit	0	0	0	0	0
Spokane Teaching Health Ctr	0	0	0	0	0
Trios Health	0	0	0	0	0
U Washington	0	STRONGLY_DISCOURAGED	0	STATEMENT_OF_MATCH_INTEGRITY	0
Virginia Mason	0	0	0	0	0
Virginia Mason St. Joseph's	0	0	0	0	0
Washington State U	0	0	0	0	0
Charleston Area Med Ctr	0	0	0	0	0
Marshall U	0	0	0	0	0
West Virginia U	0	0	0	0	0
West Virginia U Camden-Clark	0	0	0	0	0
Aurora	0	0	0	0	0
Gundersen	0	0	0	0	0
Marshfield	0	0	0	0	0
Med College Wisconsin	0	0	0	0	0
U Wisconsin	Sent a generic letter with some videos and resources	DISCOURAGED	FALSE	PD	0
