U Miami Jackson	Cards (9): Miami/Jackson x3, Mayo, BU, UF, Thomas Jefferson, UTSA, UM/JFK  GI (3): Miami/Jackson x2, Lenox Hill  H/O (5): MSK, MD Anderson, Vanderbilt, Emory, Miami/Jackson  Endo (1): Houston Methodist  Pulm/Crit (3): UPenn, Stanford, Miami/Jackson  Rheum (2): UPenn, Miami/Jackson  Sleep (2): Miami/Jackson, Wake Forest  Palliative (1): UPMC  MedEd (1): UPMC	A/I (1): Memorial Healthcare  Cards (10): Miami/Jackson x4, USF, Mayo, Emory, UVA, Colorado, BU  GI (6): Miami/Jackson x2, Minnesota, Emory, Case Western, UChicago  Heme/Onc (2): UNC, MD Anderson  ID (4): UCSD, Maryland, MGH, Columbia  Nephro/Crit (1): Yale  Pulm/Crit (9): Miami/Jackson x4, Mount Sinai MSW, Stanford, Mayo, USF, Tennessee  Rheum (3): Miami/Jackson, UTSW x2  Sleep (1): Maryland		Jackson Memorial/University of Miami
U South Florida	Cards (12): Mayo Clinic (FL), USF (2), MUSC, UF (2), CC (FL), FAU, Brandon HCA, HCA Bayonet Point, Memorial Healthcare (FL), UF Jax  H/O: UWash, USF, Vanderbilt  A/I: Baylor (Houston)  GI: Louisville, USF  Geriatrics: Stanford  Endocrine: USF, Brown, NIH  Rheum: Vanderbilt	b	Cards (6): USF x4, Indiana, Memorial Health  Heme/Onc (5): Stanford, Cornell, Hopkins, WashU, Jefferson  GI (3): USF x2, UT Houston  ID (2): Maryland, USF  Rheum (2): UTSW, USF  Endo: Vanderbilt  Neph: Hopkins  PCCM: Yale  Palliative: USF  Geri: Michigan	Cards (6): USFx4, UF, UKentucky   GI (5): USFx2, U of Puerto Rico, U of Louisville, NY Presbyterian   Heme/onc (3): USF, Carolina MC, Loyola   Pulm/CC (2): USF, Wake forest   Rheum (1): USF ID (1): USF
Wellington Regional				
Augusta U/U Georgia				
AdventHealth Redmond	LOL			
Archbold Med Ctr				
Atrium Navicent Mercer U				
Eisenhower Army Med Ctr				
Emory	Cards (13): Emory x3, Northeast Georgia, UT-Chattanooga, USF, UCLA, Duke, Temple, UMKC, Cedars Sinai, USC, Mt Sinai  GI (4): UW, Colorado, UNC, Kaiser-LA  Heme/Onc (5): Emory x3, UVA, MD Anderson  Geriatrics (1): UVA  Palliative (1): MSKCC  ID (6): Emory x3, Stanford, Mt Sinai, BWH  Neph (1): UCSD  Pulm/Crit (2): Emory x2  Crit Care (1): Emory  Rheum (1): Miami	Cards (13): Emory x 8, MGH, Mayo, CCF, Maryland, Kentucky   GI (5): Emory, Duke, Northwstern, Ohio State, HCA   Hem/Onc (4): Emory, Northwestern, MD Anderson, UC Davis   Pulm/Crit (4): Emory, Johns Hopkins, MGH, Kentucky   Palliative (1): Mount Sinai   ID (2): Emory, UCSF   Endo (1): UIC	AI (1): Emory  Cards (14): Emory x6 (Chief x2), Northwestern (Chief), UF-Jacksonville, USC, UTSW, UMKC, CCF-Florida, Mayo, MUSC   GI (6): Emory x2, UNLV, Jefferson, Mount Sinai, UA-Phoenix   Heme/Onc (2): Emory, Yale   ID (4): Emory, UNC x2, Penn   Palliative (2): Emory x2   PCCM (5): Emory, Miami, Mount Sinai, Cedars-Sinai, Penn   Rheum (3): Emory x2, UTSW	* for former grads (took hospitalist or research year?)   Addiction Psych (1): Emory (med/psych, chief)   Allergy (1): UCSD*   Cards (15, 2 chief): Emory (8), CCF (chief), Duke*, UCLA (chief), Wisconsin*, UTSW, Mayo, UVA   Endocrine (1): Duke   GI (6): Emory (chief), UPMC*, Tulane, Zucker Hofstra/Northwell, Michigan, Cal Pacific   Heme/Onc (3): Georgetown, Mayo, Emory   ID (4, 2 chief): Colorado, Emory (3, 2 chiefs and 1*)   Palliative (1): Emory*   Pulm/CC (1): Duke*   Rheum (1): HSS  https://med.emory.edu/departments/medicine/_documents/dom-fellowship-match-2020
Hamilton	ID (1): Yale  Neph (1): MUSC	Endo (1): UAB  ID (2): Wake Forest, Case Western  Onc (1): ETSU	Neph (1): MUSC	
HCA Mercer Memorial Health U Med Ctr				
Med College of Georgia		Cards (3): MCG x3   Pulm/Crit (1): MCG   GI (1): Ascension Providence/MSUCHM-MI Rheum (3): Duke, VCU,MCG  Heme/Onc (3): WashU, Georgetown, MCG  Endo (2): Emory, MCG Chief Residents (3): MCG x3 Hospitalist Fellowship (1): U. Washington	Cards (3): MCG x3 (1 after chief yr) know the residents and all of them wanted to stay  Pulm/Crit (2): MCG x2 know the residents and all of them wanted to stay  GI (3): MCG x2, SUNY HSC Brooklyn  Heme/Onc (1): UT Knoxville  Endo (1): MCG	
Morehouse				
Northeast Georgia Med Ctr (NGMC)		Cards (5) (3 in house w/1 after chief year, 1 in U of AZ, 1 at U of TN after cheif year), Heme/Onc (2) (Mayo Phoenix, VCU), Palliative (1) (in house), Geriatrics (1) (Emory), Critical Care (1) (LSU shreveport), Pulm-Crit (1)(U of Kansas, after chief year), Nephrology (1) (U of Southern Cali)	Cards (1)(in house) Rheum (1) (Zucker), Palliative (1)(Missouri), Heme/Onc (1) (U of F), Pulm Crit (3) (SUNY, U of Pittsburg, MCG), ID (1)(Tulane)	
Northside Gwinnett				
Piedmont Athens				
Piedmont Macon				
South Georgia Med Ctr				
St. Francis Emory				
Wellstar Atlanta				
WellStar Kennestone				
Wellstar Spalding				
Kaiser Hawaii				
Tripler Army Med Ctr				
U Hawaii	Cards (2): Hawaii, LSU Shreveport  Heme/Onc (3): Mayo, Dartmouth, Northwestern  PCCM (2): Virginia Tech, Missouri  Nephro: Vandy  Endocrine: Cedars Sinai  Rheum: Cleveland Clinic	Cards: Hawaii  GI: CPMC  PCCM (2): OHSU, Mt Sinai, UC Irvine  Heme/Onc: UCLA Harbor	Cards (3): Buffalo, Arkansas, Cook County  PCCM: MCG  Hepatology (3): Rutgers x2, Jefferson  Allergy/Immuno: Colorado  Endocrine: MCW  Geri: Hawaii	Cards (3): Hawaii, Loma Linda, Cook County  GI: Sunrise Health  PCCM (2): UCLA, Pitt  Nephro: Vanderbilt, UIC  Geri: Harvard/BIDMC
U Hawaii Primary Care NEW				
HCA Eastern Idaho Regional Med Ctr				
U Washington Boise				
Advocate Christ	Cards (4): Arizona-Phoenix, Hawaii, Iowa, Advent Health-Orlando  Pulm/Crit (2): McLaren-Flint, Henry Ford  Endo (3): Advocate Christ, BUMC, Loyola  Crit Care (1): UPMC  Heme/Onc (1): Morristown			Cards (3): Advocate Lutheran (2), Hennepin.   Endo (2): Rush, Loyola.   GI (2): Aurora, Franciscan.   Heme/Onc (1): Rush.   ID (2): Loyola, MSU - Sparrow.   Pulm/CC (2): Indiana Univ, Beaumont.
Advocate Lutheran		Instagram :  Cards (3) : Advocate Lutheran (2), Riverside Healthcare  Critical Care : Advocate Lutheran  GI : Michigan State, Advocate Lutheran  Heme/Onc : Advocate Lutheran  Neph : U of Chicago, Rush  Neurocritical Care : Rush  Rheum : U of Iowa, MCW		
Advocate Masonic				
Ascension St. Francis				
Ascension St. Joseph				
Carle	Cards (1): Lahey  Pulm/Crit (1): MCW  Crit Care (1): Mayo FL  Heme/Onc (1): North Dakota			
CMS/RFUMS McHenry				
CMS/RFUMS North Chicago				
Cook County	Cards(10): U chicago northshore x2, Rutgers NJMS*chief, UI Peoria x2, Yale, Cook County x2*chief, U of texas galveston, Mayo Clinic Jax	Cards (10): Cook x2, Mayo, Einstein x2, HCA Citrus, Houston Methodist, UIC, Case Western-Metrohealth   Gi (4): Cook, Einstein, UIC Peoria, Baylor   Hem/Onc (3): Scripps San Diego, University of Buffalo, Cook   PCCM (6): Stanford, UT Houston, U Florida Ganesville, Mt. Sinai, Temple, Boston University   ID (2): U of C, Rush   Nephro (2): Cornell, Rush  Endo (2): U of C, Houston Methodist   Rheum (2): Cornell, Rush	GI (2): Cook County, U Mass. Heme/Onc (4): 2Mayo Clinic, Cook County, University of Buffalo. PCCM (4): Cleveland Clinic, Temple, Mt. Sinai, U Florida ID (2): Rush, ? Rheum (2): Emory, UAB. Cardiology (7): Cook County, UIC Peoria, Cleveland Clinic, Einstein, Tulane	Informatics: Geisinger
Franciscan Health Olympia Fields				
Insight Chicago				
Loyola	A/I (1): CCF  Cards (9): Loyola x3, Baylor, UIC, Ascension St John, MCW, Advocate Lutheran General, Cal Pacific  Endo (4): NW, UIC, UT-Dallas, UTSA  Heme/Onc (4): Loyola x2, UChicago, USC, SIU  ID (3): Duke, Vanderbilt, UT-Houston  GI (3): Loyola, Rush, WVU, Mercy Health, UChicago-Northshore  Pulm/Crit (3): Duke, Rush, Henry Ford  Rheum (1): Duke	A/I (1): Rush  Cards (4): Loyola x2, Cincinnati, Rush  Endo (1): Hopkins  GI (5): Loyola, Advocate Health, UIC, MCW, USC  Heme/Onc (2): Loyola x2  ID (3): Yale, Michigan, Henry Ford  Nephro (3): Hopkins, Iowa, Northwestern  Pulm/CC (6): Loyola, Northwestern x2, Rochester, Wayne State, Cincinnati  Rheum (2): Loyola, Wayne State	A/I (1): Wisconsin  Cards (11): Loyola x4, Rush, UT Austin, Chicago-Northshore, Michigan, Rochester, Henry Ford, Canton Neomed  GI (4): Loyola, Wisconsin, NYU Long Island, Henry Ford  Heme/Onc (3): Loyola x3  ID (4): Rush, UCLA, Iowa, Stanford  Palliative: Ohio State  Pulm/Crit (7): Loyola x2, Jefferson, USC, Loma Linda, Minnesota, Rush  Rheum (5): Loyola, Barnes-Jewish, UPMC, Baylor, Indiana	Cards (5): Loyola x3, Duke, Beaumont  Endo (2): Cleveland Clinic, Montefiore  GI (3): Henry Ford, St. Luke’s, Cook County  Geriatrics (1): Mount Sinai  Heme/Onc (2): Northwestern, University of Chicago  ID (1): Loyola  Pulm/Crit (4): Loyola, Rush, Wayne State, Northwell Health  Rheum (1): Case Western Metro Health
Loyola MacNeal	Hem Onc 2: University of Oklahoma , SLU; PulmCC Uni of Missouri, Endo 2 Uni of Cinncinati, Case Western. Nephrology Mayo Arizona	GI - Yale , ID- Loyala, Rhuem- Vanderbilt, Endo - University of arizona, PCCM- Tulane, Critical care - Palmetto Floridia, Hem Onc- Baylor		Cards (1): Cincinnati   Nephro (3): Wisconsin, UNC  Pulm/Crit (1): Tulane  ID (2): Wisconsin, Rush/Stroger
Mercyhealth Rockford				
Mount Sinai Chicago				
Northwestern	A/I (1): Northwestern  Cards (13): Northwestern x4, UChicago-Northshore, UChicago, USC, Rush, THI, UCLA, Michigan, Duke, Stanford  GI (8): Northwestern x2, CCF, Stanford, UW, OSU, USC, Colorado  Heme/Onc (5): Northwestern x3, Vanderbilt, UW  Pulm/Crit (4): Northwestern x2, UChicago, UPenn  Rheum (1): Northwestern  Sleep Medicine (1): Northwestern	Cards (8): Northwestern x3, Johns Hopkins, Wash U, UCLA, NYU, Jefferson  GI (5): Northwesternx2, UTSW, Temple, CPMC  Heme/Onc (4): Northwestern x2, Colorado, Michigan   PCCM (1): Northwestern  ID (1): Northwestern  Endo (1): Northwestern  Palliative (1): Mt Sinai	https://twitter.com/NU_IntMed/status/1466232264317194243/photo/1    Allergy: Northwestern  Cardiology: UT Houston, CCF, Cornell, Stanford, Northwestern (4), UCLA, NYU  Endocrine: Penn  GI: Northwestern (2), UVA, Stanford, UTSW, Colorado, WashU  Heme/Onc: Northwestern (3), Mt. Sinai, WashU  ID: Hopkins  Palliative: Colorado  Pulm/Crit: WashU, Northwestern  Rheum: Northwestern, U Chicago	https://twitter.com/NU_IntMed/status/1337126245922955265/photo/1
Riverside Med Ctr				
Rush	Addiction (1): Rush  A/I (4): Rush x2, UNebraska, UMKC  Cards (1): Rush  GI (5): Rush x2, UVA, Scripps, Stanford (GI Peds)  Geri (1): Rush  Heme/Onc (2): MCW, Stony Brook  ID (3): Rush, Michigan, Colorado  Pulm/Crit (2): UChicago, Loyola  Rheum (2): UIC, Rush  Sleep (1): Rush	A/I (1): Montefiore  Cards (4): Oklahoma, UChicago/Northshore, JHU, Case Western/MetroHealth  Endo (1): Cornell  GI (4): Rush x3, MCW  Geri (1): UChicago  Heme/Onc (3): Iowa, CCF, UVA  ID (1): UChicago  Nephro (3): Rush, Colorado, NYU  Palliative (2): JHU, Northwestern  Pulm/Crit (4): Kansas, Louisville, CCF, VCU  Rheum (7): Rush, JHU, Cedars-Sinai, UChicago, Michigan, Northwell NS/LIJ, UCLA	https://twitter.com/RushIMChiefs/status/1468247741189009409/photo/1	https://twitter.com/RushIMChiefsnb/status/1334886633699758081
Southern Illinois U				
Swedish Covenant				
U Chicago	Cards (9): UChicago x2, Duke, USC, Loyola, Cornell, Penn, UTSW, Montefiore-Einstein  GI (1): UIC  Heme/Onc (7): UChicago x2, WashU, Dana Farber, Yale, Stanford, MD Anderson  Pulm/Crit (3): UChicago, Northwestern, UCSF  Endo (2): UChicago, Vanderbilt  Neph (2): UChicago, UCSD  Rheum (3): Duke, USF, Washington  Palliative (1): Northwestern  Addiction Med (1): Yale    https://www.instagram.com/p/C0ROh3YOCU_/	Cardiology (7): UChicago x3, BIDMC, CCF, UChicago/NorthShore, OHSU   Crit Care (1): Stanford   Endo (2): UChicago, BIDMC   GI (4): UCSD, Loyola, Scripps, Michigan   Geri (1): Duke   Heme/Onc (7): UChicago x4, Northwestern, Michigan, Mayo-Arizona   ID (1): UChicago   Nephro (1): UChicago   Pallitaive (1): Northwestern   Pulm/Crit (2): UChicago x2   Rheum (2): Michigan x2	Cards: UC x 3, Emory x 2  GI: UC x 2, UCSD  Heme/Onc: UC x 5, Northwestern, Loyola, Mount Sinai, NIH, Cleveland clinic, UIC  ID: UC x 2, Hopkins, UWashington  Palliative: Northwestern  Pulm/Crit: Columbia, UWashington x 2, Northwestern, McMaster (canada)  Nephrology: UCLA, Northwestern  Rheum: Hopkins	A/I: Rush, Northwestern (2), Hopkins (2)  Cards: UTSW, Hopkins, UChicago (3), Columbia, UIC, Pittsburgh  Endocrine: NIH  Geriatrics: UChicago  GI: Cook County, UChicago (2), Northwestern, Michigan, Colorado  H/O: UChicago (3), Columbia, UCLA, UIC, Northwestern, Cornell  ID: Hopkins, NIH, UW  Nephro: UChicago  PCCSM: UChicago, Hopkins, Wisconsin, BWH  Rheumatology: Northwestern  Sleep Medicine: UChicago  https://medchiefs.bsd.uchicago.edu/fellowship-match-2020/
U Chicago Northshore		Pulm/Crit : Cincy  Rheum: Ohio State  ID: MCW  Onc: SIU  Cardiology: MCW	Per PDF on Website :   Allergy/Immun : Case Western   Cards : U of Chi Northshore   GI : St. Joseph Ann Arbor Neph : U of Chicago   Rheum : MCW, U of Wisc	
U Illinois Chicago (UIC)	https://www.instagram.com/p/C0UYB4DOai4/    Cards (7): UIC, Wisconsin-Madison, Case, Vanderbilt, Florida, Scripps, Rochester  GI (3): UIC x2, UChicago  Geriatrics/Palliative (1): UIC  Heme/Onc (3): UIC, Baylor, Stanford  Neph (1): UChicago  Pulm/Crit (3): Stanford, Rush, Loyola  Rheum (2): USC, Cedars-Sinai	https://twitter.com/UICIMChiefs/status/1598334257071521792/photo/1  Cards (5): UIC x2, Loyola, UChicago, Gutherie Robert Packer  GI (2): Oklahoma, OHSU  Geri (1): Buffalo  Heme/Onc (4): UIC x3, Rochester  ID (2): UWashington, Yale  Nephro (1): UCSF  Palliative (1): Zucker Northwell  Pulm/CC (3): UPMC, Montefiore, Maryland  Sleep (1): Stanford	Cards (3): UIC, Louisville, Tennessee  Endo (2): UIC, UWashington  Geriatrics (1): NYU  GI (4): OHSU, Cincinnati, Kentucky, UPMC  Heme/Onc (1): CCF  ID (1): UNC  Palli (1): UCSD  PCC (3): UIC, Emory, Colorado  Rheum (1): Rush	Cardiology (5): UIC, USF, Mayo, OHSU, Northshore  Endo (5): UIC, Northwestern, Columbia, U Cincinnati, U Chicago  Gastroenterology(2): Rush, Stanford  PCC (3): UIC, UIC, Johns Hopkins  Hem/Onc (2): UCSD, USF  ID (6): UIC, UCSF, Rush, NYU, U Chicago, CDC  Nephrology (1): Stanford  Rheuma (2): USC, OHSU  Ultrasound (1): UIC  Wilderness Med (1): Arizona
U Illinois Peoria				
Weiss				
Ascension St. Vincent				
Indiana U	Cards (7): Indiana x3, St Vincent, MUSC, Crist Hospital  GI (8): UNC, Wash U, Yale, Henry Ford, Cooper Univeristy, Cleveland Clinic, Indiana x2. HemOnc: (2) Indiana x2. ID (2): Vanderbilt and UNC  Geri x1: Indiana  PCCM: x7: Mayo, University of Cincinnatiy, Henry Ford, MUSC, Emory, Uni Michiga, Indiana University  Rheum x1 Indiana  Allergy UCSF	Cards (8): Indiana x2, Henry Ford, Virginia Tech, Aurora Health, NEOMED, U Oklahoma, East Tennessee State  GI (5): Indiana x2, Mayo AZ, Wright State, U Tennessee  PCCM (5): Indiana x4, U Miami  Heme/Onc (2): Indiana, U Buffalo  Endo (2): Indiana, U Michigan  ID (2): Indiana, UIC  Palliative (1): Indiana  Rheum (1): U Utah  Sleep (1): Cleveland Clinic	Cards: Houston Methodist, Mayo Clinic MN x2 (both IMGs with extensive research), St. Louis University,Michigan State University, St. Vincent’s Indianapolis and Summa Health,   Endocrinology: Indiana University  Gastroenterology: Indiana University,Mayo Clinic MN, University of Texas SW– University of Minnesota   Hematology/Oncology Indiana University x2   Immunology Indiana University   Infectious Diseases: Emory University,Indiana University, Rush University   Nephrology: Vanderbilt University, Uni Colorado SOM   Palliative Care: University of Miami   Pulmonary/ Critical Care Thomas Jefferson Uni– Utah ,Eisenhower Medical Center Powers, Indiana University x3  Rheumatology: University of Michigan, Ohio State   UPMC Medical Edu   Sleep Medicine Wake Forest	https://twitter.com/IUIntMed/status/1334570943663005700?.s=20
Indiana U Ball Memorial				
Indiana U Southwest	Pulm/CC (2) Cleveland Clinic, U Kentucky (Bowling Green)  ID (1) Brown Alpert SOM  Rheumatology (1) Military match			
Parkview				
MercyOne Des Moines				
MercyOne North Iowa				
U Iowa	Cards (3): Iowa x2, UIC  GI (2): Iowa, Cleveland Clinic  Heme/Onc (5): Iowa, Mayo Clinic, Minnesota, Rush, USF  PCCM (5): Iowa x2, Yale, UWisc, UT Houston  ID (1): Oregon  Nephrology (2): Stanford, Colorado  Allergy/Immun (1): Iowa  Rheum/Allergy (1): Iowa  Addiction (1): UCLA	Cards (3): Iowa, OHSU, U Missouri-Kansas City  GI (2): Iowa, U Missouri-Kansas City  Heme/Onc (2): Iowa x2  PCCM (2): Iowa, U Michigan  ID (1): Iowa  Allergy (1): Iowa  Endo (1): Iowa  Rheum (1): Wash U	https://internalmedicineiowa.org/2021/12/02/class-of-2022-matches-at-iowa-and-across-the-country/	https://n.org/2020/12/03/class-of-2021-matches-at-iowa-and-across-the-country/
U Iowa Des Moines	Heme/Onc - Mayo Clinic AZ  Pulm/CC - U Missouri Columbia  Rheumatology - U Kansas  ID - U Iowa  Hospice/PC - U California Davis  Allergy/Immuno - U Arizona Tucson  (6 out of 6 applicants matched)	Pulm/CC - U Nebraska  Cardiology - Creighton Omaha  (2 out of 2 applicants matched)		
HCA Kansas City				
U Kansas		Cards: Case Western, KU Heme/Onc: North Dakota, GI: NYU, Oklahoma, ID: KU, University of Washington Nephrology: Rutgers Pulm/Crit: UChicago Rheum: KU, UMinnesota	Cards (3): KU, Cooper, UMKC  Endo (2): OHSU, KU  GI:  Heme/Onc (3): Colorado, KU, Wake Forest  ID:  Nephro (1): Vanderbilt  Pulm-Crit (4): KU[3], Nebraska  Rheum (1): KU  100% match	
U Kansas Wichita		GI (1)- Dallas Methodist  Heme/Onc (2) - Baylor Dallas, Tulane  Cardiology(3) - KU (KC), Uni of Toledo, WVU  Pulm/Crit - WVU		
Appalachian Osteopathic Lake Cumberland				
Appalachian Regional				
U Kentucky				
U Kentucky Bowling Green				
U Louisville		A/I (1): Indiana  Cardiology (1): Louisville  GI (10): Louisville x5, Houston Methodist, VCU, WVU, USF, Loyola  Heme/Onc (2): Louisville, UBuffalo  Nephro (2): Vanderbilt, Wisconsin  Palliative (1): NYU  Pulm/CC (1): Mayo-Jax  Rheum (1): BIDMC  Global Health (1): BIDMC		Allergy (1): U Michigan  Cards (1): U Louisville  GI (4): Mayo Roch, Valley Hospital Medical Center, U Missouri-Kansas City, Methodist Dallas Med Center  Heme/onc (1): U Michigan  Palliative (1): U Louisville  Pulm/Crit (2): Mayo Roch, U Louisville  Rheum (1): Medical College of Wisconsin
Baton Rouge General				
Chabert Medical Ctr				
LSU Baton Rouge				
LSU New Orleans				
LSU Shreveport				
LSU Lafayette				
Ochsner				
St. Francis Med Ctr				
Tulane	Allergy (3): Tulane, VA Greater Health System LA/UCLA, NIH  Cards (5): Tulane x2, Texas Tech, Georgetown, UNM  Endocrinology (1): Barnes Jewish Hospital/WashU  GI (5): Tulane x2, Ochsner, University of Arizona, Temple  Heme/Onc (2): Ohio State, Baylor  ID (3): Tulane, WIsconsin, Barnes Jewish Hospital/WashU  Nephro (1): Colorado  Pulm/CC (3): University of Kansas, Lahey Clinic, Stanford Health Care  Rheumatology (1): UAB	Allergy (1): Hopkins  Cards (5): Baylor Scott White, Nebraska, UT Austin, UMKC, Texas Children's - Baylor (med/peds; peds cards)  Endo (1): Brown (med/peds combined)  GI (3): Tulane, New Mexico, Texas Tech  Heme/Onc (3): Case Western, LSU, Iowa  ID (3): NIH, UTSW, UNC  Nephro (1): Stanford  Palliative (3): UNC, Tulane, Tufts  Pulm/CC (2): U Miami/Jackson Memorial, UC Irvine (med/peds; peds critical care),UTSW  Rheum (3): LSU, SUNY Downstate, Emory	Allergy (2): UCLA, Children's Mercy KC (med/peds)  Cards (5): USF, Tulane, UF Jacksonville, Dartmouth, Rush  GI (2): Tulane  Heme/Onc (2): Yale, Tulane  ID (2): UAB, Yale  Pulm/CC (2): UT Houston, OHSU  Rheum (1): U Miami/Jackson Memorial	Allergy (1): Tulane  Cards (4): UNC, Dartmouth, Tulane  GI (1): LSU  Heme/Onc (3): Temple, Tulane, U Mass  ID (3): Tulane, Colorado, U Washington  Nephro (2): Duke, Colorado   Palliative (4): OSU, Michigan, UAB, UNC  Pulm/CC (4): BWH, Maryland, Boston U, Cornell  Rheum (2): Upenn, Indiana
Willis-Knighton				
Maine Med Ctr				
Anne Arundel	Rheum (1): Kentucky			
Greater Baltimore Med Ctr (GBMC)				
Johns Hopkins Bayview	Cards (2): Kaiser SF, BU  GI (3): Hopkins, UCSD, New Mexico  Heme/Onc (1): UCLA  Heme (1): Hopkins  ID (1): Hopkins  Nephro (2): Emory x2  Pulm/Crit (2): Penn, UMiami	Addiction (1): JHU  Cardiology (1): GWU  GI (2): JHU, NYU  Geri (1): Yale  Heme/Onc (3): JHU, Emory, Rutgers RWJ  Pulm/Crit (1): Yale	Cardiology (1) – Hopkins  GI (2) – Hopkins x2  Critical Care (2) – NIH, Stanford,  Rheumatology (1) – Stanford  Geriatrics (4) – Hopkins x3, UCSF  Heme/Onc (1) – Columbia  Addiction (1) – UCSF  GIM Med Ed (1) - UTSW  ^Wtf? You sure this isn't JHH? < This is from a Bayview email they sent us	Cardiology (4): Hopkins, Yale, CWRU, Inova Fairfax. Rheumatology (1): Hopkins. Palliative (1): Duke. Geri (1): Hopkins. GIM (3): Harvard, UPMC, Hopkins
Johns Hopkins (Osler)	Cards (14): Hopkins x4, BWH x2, Cedars-Sinai, CCF x2, MUSC, Mt Sinai, Maryland, UPenn, UPMC  GI (5): Hopkins x2, UAB, UCSF, UPMC  Heme/Onc (7): Hopkins x3, McMaster University, MD Anderson, MSKCC, NIH  Pulm/Crit (4): Hopkins x3, CCF  ID (4): Hopkins x3, Rush  Rheum (1): Hopkins  Endo (1): MGH  Geri/Palliative (1): Mt Sinai  Neph (1): Hopkins  Palliative (1): MGH  Addiction Med (1): Hopkins  Adolescent Med (1): Hopkins  National Clinical Scholars Program (2): Yale, UPenn	Cards (17): Hopkins x2, MGH, BWH x2, Duke x2, Penn, THI, NYU, CCF, Emory, UTSW x2, U Maryland x2  H/O (8): Hopkins x2, Wash U, BIDMC, Vanderbilit, UTSW, Columbia, Duke  PCCM (6): Hopkins, Emory, Colorado, Yale, Duke, Penn  GI (5): Hopkins, BIDMC, BCM, Miami, UVA  Nephro (1): UW  ID (2): Hopkins x2  Critical care (1): NIH  Epidemic Intelligence Service (1): CDC	Cards (14): Hopkins x3, MGH x3, BWH, Penn, UCSF, Cornell, Cedars, Georgetown x2, Utah  H/O (13): Hopkins x3, MSK x2, MD Anderson, BWH x2, UCSF, Vanderbilt, Mayo AZ, Columbia, UNC  PCCM (5): Hopkins x2, Vanderbilt, UW  GI (5): Hopkins x4, BWH  Crit care (2): NIH, UPMC  ID (2): Hopkins, MGH  Rheum (2): Hopkins x2  National Clinical Scholars program (1): Duke	Cards (17): Cleveland Clinic x3, Columbia x2, Hopkins x2, Duke, Penn, UCSF, Vanderbilt, Yale, BIDMC, Emory, Georgetown, MUSC, Texas Heart Institute   GI (6): Hopkins x3, Brigham, Vanderbilt, Jefferson  Hem/Onc (9): Hopkins x5, MD Anderson, Memorial Sloan Kettering, Columbia, Mt Sinai  Pulm/Crit (7): UCLA x2, UPMC x2, Hopkins, MGH, MUSC Rheum (2): Hopkins, Vanderbilt  Pall care (1): Hopkins  Addiction (2): Hopkins, Boston Childrens  Critical Care (1): NIH  National Clinical Scholars Program (1): UCLA
Kaiser Mid-Atlantic States				
MedStar Baltimore	Cards (5): Mayo Rochester, UPMC, Geisinger, Creighton U, Uni Louisville   Heme/Onc (2): NIH, St Joseph NJ   ID (1): UMaryland   Nephro (2): HF, Temple   Pulm/Crit (3): Tufts, VCOM, Uni South Florida   Rheum (2): Darthmouth, Georgetown   Palliative (3): GW, UCLA, Eastern Virginia   Endo (2): GW, Duke			
National Capital				
Sinai Baltimore				
St. Agnes				
TidalHealth				
U Maryland	Cards (5): Maryland x2, Georgetown, Cooper, Rutgers NJMS  GI (7): WashU, Rush, SUNY Downstate, Penn State, Georgetown, UNLV, Hackensack Meridian  Heme/Onc (4): Maryland, Montefiore, UVA, Inova Fairfax  Endo (1): Mt Sinai  Geri (1): BU  ID (3): Maryland x2, Vanderbilt  Pulm/Crit (4): Hopkins, Temple, UPMC, Hackensack MEridian  Rheum (1): UCLA	A/I (1): Boston  Cards (5): Georgetown, Cooper, Vanderbilt, Rutgers RWJ, Houston Methodist  Clinical Informatics (1): Ohio State  Endo (1): JHU  GI (5): Boston, UMD, UNLV, Penn State, UIC  Heme/Onc (5): UMD x3, Jefferson, JHU  ID (2): UMD, Wisconsin  Nephro (2): Yale, Utah  Palliative (3): JHU, CCF, Washington Hospital Center  Pulm/CC (4): UMD x3, UCSF  Sleep (1): UWashington	Allergy (1): VCU  Cards (8): Hopkins, Washington Hosp Ctr, NSLIJ, Lankenau, UMD x2, NJMS, MUSC  Endo (1): UMD  Geriatrics (1): Hopkins  GI (5): Penn State, Arizona, SUNY Downstate, UNC, UVA  Heme/Onc (7): UMD x3, RWJ x2, UVA, Montefiore  ID (4): UMD x3, Northwestern  PCCM (2): UMD x2  Rheum (2): USC, UMD	Cardiology (8): CWRU, UMD, URochester (2), UPMC, Rush, Cooper, Atlantic Health;   Endocrine(3): UMD, EVMS, Duke;   GI (4): Emory, UChicago, UMD/Mercy, UMD;   Heme/Onc (6): NIH, UMD (3), UTSW, Fox Chase;   ID (4): OSU, Utah, Vanderbilt, UMD;   Nephro (1): Hopkins;   Pulm-Crit (3): NIH (crit only), Colorado (pulm only), CWRU;   Rheum (1): BIDMC
U Maryland Midtown				
U Maryland Prince George				
Berkshire				
