Allegheny	Tell me about an opinion you had that has changed over time. Tell me about constructive criticism you've received. Otherwise very conversational
Conemaugh	0
Crozer-Chester	anyone ? I hear they ask medical questions <Explain the coagulation cascade< Workup cases, differential diagnosis, s/e of meds
Geisinger Danville	tell me about yourself? What rotation are you currently on? Very chill and conversational.
Geisinger Wilkes-Barre	0
Jefferson Health Northeast	0
Lehigh Valley	0
Lankenau	ANYONE?
Mercy Catholic	0
Nazareth	0
Penn State	Very conversational. How have you grown/changed since you started med school? Most impactful volunteer experience and why? Time you received constructive criticism?
Pennsylvania Hospital	0
Philadelphia COM	0
Robert Packer/Guthrie	0
SKMC at Thomas Jefferson U TJUH	tell me about yourself, most directed at my app +1.... real chill interviews, most questions directed at your app
St Luke's	asked questions regarding my cv and to elaborate +1
St. Luke's - Anderson	0
St. Luke's Easton	0
St. Mary Med Ctr	0
Suburban Community	0
Suburban Comm Lower Bucks	0
Temple	Question about item on resume, conflict with someone in the hospital/on your team and how you handeled it, where you see yourself in your career in 10 years, PD has you write a brief post-IV diversity essay, tell me about yourself, why temple, what are you looking for in a program, how do you deal with stress, tell me something you learned from a community outreach experience and what you will bring to temple, tell me about an emotionally difficult patient encounter, tell me about a time you failed and how you handled it
Tower Health	MMI
Tower Health Phoenixville	0
U Penn	0
U Pittsburgh Med Ctr (UPMC)	Why UPMC? Future plans and then mostly specific questions related to app
UPMC Harrisburg	Tell me about yourself, why IM, how would your friends describe you, future goals in medicine, hobbies
UPMC Lititz	Very nice interview overall, just the normal questions nothing off the wall
UPMC McKeesport	0
UPMC Mercy	General questions only
Wellspan York	please share more details other than casual IV and gaps in YOG
Wright Ctr GME	0
Damas Hospital	0
Hospital de la Concepcion	0
Hospital Episcopal San Lucas	0
Mayaguez Med Ctr	0
San Juan City Hospital	0
U Central del Caribe	0
U Puerto Rico	0
VA Caribbean	0
Brown	tell me about a time you made an error, what are you most proud of, tell me about your journey, future plans, tell me about your research, tell me about a challenge in medical school. Mostly conversational with 1-2 standardized questions.
Kent Brown	Why us, most challening thing you've done, something your're proud of, questions about app
NYMC Landmark	0
Roger Williams	0
HCA Mercer Grand Strand	0
HCA Mercer Trident	0
Med U South Carolina	Very conversational, specifics about personal statement/background, what are you looking for in a program
Prisma USC Columbia	0
Prisma USC Greenville	Tell me about constructive criticism you received. Tell me about a time you disagreed with a resident or attending. Tell me something you wish would have been different about your medical training and what you have done to change it
U South Dakota	very conversational , ask a few open ended questions about what diversity means to you , what are you looking for in a program
East Tennessee State U	Tell me about yourself, strengths and weakness, what is something on your app that is really impactful to you but may not have been expressed well, career goals, questions about experiences. Very conversational.
HCA TriStar	Why are you interested in HCA?
Meharry	0
Methodist Memphis	0
U Tennessee	- your most rewarding experience of medical school, what are you most proud of, memorable patient experience, how do you wish to practice medicine, why Memphis
U Tennessee Chattanooga	0
U Tennessee Knoxville	0
U Tennessee Nashville	0
Vanderbilt	Very conversational, asked about background/illegal activities, future career plans, 2-3 behavioral questions (professionalism, ethics) // only questions in mine were about my application and what I wanted in residency, nothing behavioral
Baptist Hospitals SETX	0
Baylor	Tell me acerca de a time you were selfless, Tell me about a tiempo where you say a physician, colega or other student doing unprofessional, tell me about a time where you got into a conflicto with a team y cómo you handled it, Tell me acerca de a time when you had to overcome bias ; tell me acerca de a time when a mentor/patient impacted you a lot ; what do you do to prevent stress y burnout ; what obstacle do you foresee in residency ; tell me acerca de a time when you had to make a difficult decisión
Baylor All Saints (Fort Worth)	Conversational, but related to my app and takeaways from my experiences. One "what would you do in the situation" question
Baylor Scott and White	Very conversational. Questions based off app and PS. What are you looking for in a program? // very chill they mainly talked about the program and asked if I had any questions
Baylor U Med Ctr (Dallas)	Why IM, why this program, hobbies, how do you de-stress, 5/10 year plan
Christus Health	why do you want to train at a for-profit hospital?
HCA Arlington NEW	0
HCA Corpus Christi	tell me about yourself, why IM, why this program, are you interested in fellowship, what are your plans after graduation,  A time you were in a team during medical rotations and how that went, a quote that you remember the most
HCA Houston Clear Lake NEW	Tell me about yourself, why IM, why this program, a time you failed, hobbies
HCA Kingwood	0
HCA Las Palmas	0
HCA Medical City Fort Worth	0
HCA Medical City UNT-TCU	If you could be a superhero, which one would you be?
HCA Medical City Weatherford	0
HES Tennova Health NEW	0
Methodist Dallas	Tell me about yourself. Any ties to dallas. What do you want to do in five years. Very conversational and no behavioral questions
Methodist Houston	Application specific, future plans in medicine, why Houston
Methodist Woodlands	Anyone please? +1
San Antonio Uniformed Serv Health Ed	0
Texas A&M Scott and White Temple	Pretty conversational, some odd questions like what is something in healthcare that should be changed? but in general, very convo, PD is super chill and makes dad jokes in the end
Texas Health Resources (Bedford/Denton)	0
Texas Health Resources (Dallas)	0
Texas Health Resources Harris Fort Worth	0
Texas Health Plano NEW	0
Texas Tech Amarillo	Very conversational interview, 30 min 2 interview, one of them was with PD. Genral questions about App/PS,
Texas Tech El Paso	3 15 min interviews with PD, APD, and chief resident; no PD presentation or Q&A during IV, there is an optional resident Q&A night before IV, finished in under an hour, time efficient which I appreciated. tell me about yourself, why this program, hobbies, weaknesses, challenges/obstacle overcome, research
Texas Tech Lubbock	0
Texas Tech Permian Basin	0
Texas Tech Transmountain	0
TIGMER	0
TIGMER Laredo	0
U Texas Austin (Dell)	most questions based on application, any connections to Austin
U Texas Houston	Tell me about a memorable patient experience; Who is one of your mentors and why
U Texas Medical Branch	0
U Texas RGV (DHR)	It was more like a conversation and let me ask my own questions. They asked about my goals and where do i see myself in the future
U Texas RGV (Knapp)	0
U Texas RGV (VBMC)	0
U Texas San Antonio	Very chill, mostly questions based off application (hobbies, research experience, etc). Where do you want to be in 5 years?
U Texas Tyler	0
U Texas Southwestern (UTSW)	tell me about yourself, questions based on application, 5 year goal, why UTSW - very application specific, conversational
William Beaumont Army Med Ctr	0
U Utah	What is your connection to Utah?
U Vermont	Extremely conversational, what was the hardest part of medical school, what are you looking for in a program, why UVM? Was asked a lot about hobbies.
Augusta Health, Inc NEW	Very conversational with normal behavioral questions sprinkled throughout, you can tell they read your app
Carilion Virginia Tech	tell me about yourself, why VTC, tell me about a time u had to delegate, tell me about a time you witnessed a challenging conversation w/ a patient or amongst colleagues
Eastern Virginia Med School	very conversational, no behavioral questions, ask about things on your app, why EVMS?
HCA LewisGale	Why LG, will address any red flags on your app, tell me what you're looing for in a program, etc.
HCA LewisGale Montgomery	0
Inova Fairfax	Tell me about yourself, why IM, what are you looking for in a program, otherwise random stuff about hobbies
Johnston Memorial	0
Mary Washington	Why MWHC? Challenges?
Naval Med Ctr Portsmouth	0
Riverside Health System NEW	All behavioral questions aside from PD which is a little more conversational, that said nothing out of left field, all the usual cliche questions
Sovah Health Danville	Why Danville/community program? Where do you see yourself in 10 years? What book have you read recently?
U Virginia	Super conversational, questions about your app, no behavioral ones
Virginia Commonwealth U	All behavioral questions aside from PD which is a little more conversational, that said nothing out of left field, all the usual cliche questions
Wellmont Norton	Conversational, why IM, why Norton...very quick interview day. 3 x 20 min then done.
Legacy Salmon Creek	0
Madigan Army Med Ctr	0
Skagit	disorganized format, some clinical prompts, some behavioral, some conversational, much of it repetitive and impersonal, sounds like a terrible progrm overall   Mostly well structured-- why Skagit, tell me about yourself, mostly MMI's.
Spokane Teaching Health Ctr	0
Trios Health	they read your app and discuss it with you live time lol, mostly conversational
U Washington	4 standardized questions. 2 during each 45 minute interview
Virginia Mason	0
Virginia Mason St. Joseph's	Time you demonstrated resiliency, overcame a challenge with your team and how apply those skills to residency, what does professionalism mean to you,
Washington State U	Tell me a time when you were caught lying and how did you handle it!!?? -> that's fucking wack
Charleston Area Med Ctr	Why CAMC, normal behavioral quesitons
Marshall U	PLEASE SHARE ANYONE
West Virginia U	what job would you have if you couldn't work in healthcare/science. Why WVU, strength/weaknesses ,Why IM, What are you looking for in a residency
West Virginia U Camden-Clark	0
Aurora	0
Gundersen	Why Gundersen, where see self in 10 years, time overcame significant challenge/setback, what do for wellness, how approach upset pt, resume Qs
Marshfield	0
Med College Wisconsin	Strengths & weaknesses. Tell me about a meaningful patient experience.
U Wisconsin	2 standardized "tell me about a time..." questions, otherwise typical why medicine questions
