Program Name	City	State	Institution Name	NRMP Code	ACGME Code
Internal Medicine	Brooksville	Florida	HCA Healthcare/USF Morsani GME-Oak Hill-FL	1662140P0	1401100928
Internal Medicine	Sarasota	Florida	HCA Healthcare/USF Morsani GME-Sarasota-FL	2392140C0	1401100010
Internal Medicine	Trinity	Florida	HCA Healthcare/USF Morsani GME-Trinity-FL	2235140C0	1401100959
Internal Medicine	Trinity	Florida	HCA Healthcare/USF Morsani GME-Trinity-FL	2235140P0	1401100959
Internal Medicine	Hudson	Florida	HCA Healthcare/USF Morsani-Bayonet Pt-FL	2137140C0	1401100951
Internal Medicine	St Petersburg	Florida	HCA Healthcare/USF Morsani-Northside-FL	2107140C0	1401100943
Internal Medicine	Kingwood	Texas	HCA Houston Healthcare/U Houston-TX	2211140C0	1404800902
Internal Medicine	Webster	Texas	HCA Houston Healthcare/U Houston-TX	2211140C1	1404800013
Internal Medicine	El Paso	Texas	HCA Las Palmas del Sol Healthcare-TX	2188140C0	1404800900
Internal Medicine	Arlington	Texas	HCA Medical City Healthcare-TX	2244140C0	1404800907
Internal Medicine	Fort Worth	Texas	HCA Medical City Healthcare-TX	2244140C1	1404800894
Internal Medicine	Weatherford	Texas	HCA Medical City Healthcare-TX	2244140C2	1404800896
Internal Medicine	North Bergen	New Jersey	HMH-Palisades Med Ctr-NJ	2136140C0	1403300534
Internal Medicine	Hackensack	New Jersey	Hackensack U Med Ctr-NJ	1387140C0	1403300536
Internal Medicine	Hackensack	New Jersey	Hackensack U Med Ctr-NJ	1387140C1	1403300536
Internal Medicine	Hackensack	New Jersey	Hackensack U Med Ctr-NJ	1387140P0	1403300536
Internal Medicine	Dalton	Georgia	Hamilton Med Ctr-GA	2222140C0	1401200933
Internal Medicine	TORRANCE	California	Harbor-UCLA Med Ctr-CA	1067140C0	1400511070
Internal Medicine	TORRANCE	California	Harbor-UCLA Med Ctr-CA	1067140P1	1400511070
Internal Medicine	TORRANCE	California	Harbor-UCLA Med Ctr-CA	1067140P0	1400511070
Internal Medicine	NEW YORK	New York	Harlem Hospital Ctr-NY	1478140C0	1403511273
Internal Medicine	Hattiesburg	Mississippi	Health Education Services-TN	2335140C0	1402700212
Internal Medicine	Las Cruces	New Mexico	Health Education Services-TN	2335140C3	1403400248
Internal Medicine	Powell	Tennessee	Health Education Services-TN	2335140C5	1404700003
Internal Medicine	Huntsville	Alabama	Health Education Services-TN	2335140C4	1400100001
Internal Medicine	Poplar Bluff	Missouri	Health Education Services-TN	2335140C1	1402800916
Internal Medicine	Valparaiso	Indiana	Health Education Services-TN	2335140C6	1404700004
Internal Medicine	Tucson	Arizona	Health Education Services-TN	2335140C2	1400300004
Internal Medicine	Lone Tree	Colorado	HealthONE-CO	1997140C0	1400700075
Internal Medicine	MINNEAPOLIS	Minnesota	Hennepin Co Med Ctr-MN	1329140C0	1402631207
Internal Medicine	Minneapolis	Minnesota	Hennepin Co Med Ctr-MN	1329140M0	1402631207
Internal Medicine	DETROIT	Michigan	Henry Ford Hospital-MI	1300140C0	1402511189
Internal Medicine	Jackson	Michigan	Henry Ford Jackson Hospital-MI	1741140C0	1402500912
Internal Medicine	Clinton Township	Michigan	Henry Ford Macomb Hospital-MI	1924140C0	1402500922
Internal Medicine	Scottsdale	Arizona	HonorHealth-AZ	1929140C0	1400300537
Internal Medicine	Scottsdale	Arizona	HonorHealth-AZ	1929140P2	1400300537
Internal Medicine	Ponce	Puerto Rico	Hosp Episcopal San Lucas-PR	2101140C0	1404211395
Internal Medicine	PHILADELPHIA	Pennsylvania	Hosp of the Univ of PA	1628140C1	1404121380
Internal Medicine	PHILADELPHIA	Pennsylvania	Hosp of the Univ of PA	1628140C0	1404121380
Internal Medicine/Dermatology	PHILADELPHIA	Pennsylvania	Hosp of the Univ of PA	1628785C0	7854144002
Internal Medicine/Pediatrics	PHILADELPHIA	Pennsylvania	Hosp of the Univ of PA	1628700C0	7004114129
Internal Medicine	PHILADELPHIA	Pennsylvania	Hosp of the Univ of PA	1628140M0	1404121380
Internal Medicine	San German	Puerto Rico	Hospital de la Concepcion-PR	1202140C0	1404221488
Internal Medicine	WASHINGTON	District Of Columbia	Howard Univ Hosp-DC	2193140C0	1401021461
Internal Medicine	WASHINGTON	District Of Columbia	Howard Univ Hosp-DC	2193140P0	1401021461
Internal Medicine	PASADENA	California	Huntington Memorial Hosp-CA	1044140C0	1400511056
Internal Medicine	PASADENA	California	Huntington Memorial Hosp-CA	1044140P0	1400511056
Internal Medicine	FLINT	Michigan	Hurley Medical Ctr-MI	1307140C0	1402531196
Internal Medicine/Pediatrics	FLINT	Michigan	Hurley Medical Ctr-MI	1307700C0	7002532030
Internal Medicine	NEW YORK	New York	ISMMS Mount Sinai Hospital-NY	1490140C2	1403531288
Internal Medicine	NEW YORK	New York	ISMMS Mount Sinai Hospital-NY	1490140C1	1403531288
Internal Medicine	NEW YORK	New York	ISMMS Mount Sinai Hospital-NY	1490140C0	1403531288
Internal Medicine	New York	New York	ISMMS Mount Sinai Hospital-NY	1490140M1	1403531288
Internal Medicine/Pediatrics	New York	New York	ISMMS Mount Sinai Hospital-NY	1490700C1	7003500106
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140C1	1403521301
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140C0	1403521301
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140P2	1403521301
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140P1	1403521301
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140M1	1403521301
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140P0	1403521301
Internal Medicine	New York	New York	ISMMS Mount Sinai Morningside-West-NY	2070140M0	1403521301
Internal Medicine	Oceanside	New York	ISMMS Mount Sinai South Nassau-NY	3067140C1	1403500930
Internal Medicine	Oceanside	New York	ISMMS Mount Sinai South Nassau-NY	3067140C0	1403500930
Internal Medicine	Elmhurst	New York	ISMMS NYC Health+Hospitals/Elmhurst-NY	1491140C0	1403511268
Internal Medicine	Elmhurst	New York	ISMMS NYC Health+Hospitals/Elmhurst-NY	1491140P0	1403511268
Internal Medicine	JAMAICA	New York	ISMMS NYC Health+Hospitals/Queens-NY	1489140C0	1403521510
Internal Medicine	JAMAICA	New York	ISMMS NYC Health+Hospitals/Queens-NY	1489140P0	1403521510
Internal Medicine	Paramus	New Jersey	ISMMS Valley Health System-NJ	2389140C0	1403300002
Internal Medicine	Muncie	Indiana	Indiana University SOM	1187140C2	1401711136
Internal Medicine	Indianapolis	Indiana	Indiana University SOM	1187140C0	1401721133
Internal Medicine	Evansville	Indiana	Indiana University SOM	1187140C1	1401700138
Internal Medicine	Evansville	Indiana	Indiana University SOM	1187140P0	1401700138
Internal Medicine/Pediatrics	Indianapolis	Indiana	Indiana University SOM	1187700C0	7001714018
Internal Medicine	Falls Church	Virginia	Inova Fairfax Hospital-VA	3199140C0	1405100435
Internal Medicine	Mullica Hill	New Jersey	Inspira Health Network-NJ	2086140C1	1403300541
Internal Medicine	Vineland	New Jersey	Inspira Health Network-NJ	2086140C0	1403300533
Internal Medicine	Vineland	New Jersey	Inspira Health Network-NJ	2086140M0	1403300533
Internal Medicine	Perth Amboy	New Jersey	JFK Med Ctr-NJ	3043140C0	1403321466
Internal Medicine	East Norriton	Pennsylvania	JHME-Jefferson Einstein Montgomery-PA	2206140C0	1404100913
Internal Medicine	PHILADELPHIA	Pennsylvania	JHME-Jefferson Einstein Philadelphia-PA	1631140C0	1404111369
Internal Medicine	PHILADELPHIA	Pennsylvania	JHME-Jefferson Einstein Philadelphia-PA	1631140P1	1404111369
Internal Medicine	Philadelphia	Pennsylvania	JHME-Jefferson Einstein Philadelphia-PA	1631140P4	1404111369
Internal Medicine	Philadelphia	Pennsylvania	JHME-Jefferson Einstein Philadelphia-PA	1631140P2	1404111369
Internal Medicine	PHILADELPHIA	Pennsylvania	JHME-Jefferson Einstein Philadelphia-PA	1631140P0	1404111369
Internal Medicine	Bronx	New York	Jacobi Med Ctr/Einstein-NY	3172140C1	1403531521
Internal Medicine	Bronx	New York	Jacobi Med Ctr/Einstein-NY	3172140C4	1403500002
Internal Medicine	Bronx	New York	Jacobi Med Ctr/Einstein-NY	3172140C0	1403531521
Internal Medicine	Bronx	New York	Jacobi Med Ctr/Einstein-NY	3172140M0	1403531521
Internal Medicine	Stratford	New Jersey	Jefferson Health New Jersey	2120140C0	1403300535
Internal Medicine	Philadelphia	Pennsylvania	Jefferson Health-Northeast-PA	2103140C0	1404100906
Internal Medicine	NEPTUNE	New Jersey	Jersey Shore Univ Med Ctr-NJ	1395140C0	1403312236
Internal Medicine	Neptune	New Jersey	Jersey Shore Univ Med Ctr-NJ	1395140C2	1403312236
Internal Medicine	Neptune	New Jersey	Jersey Shore Univ Med Ctr-NJ	1395140C1	1403312236
Internal Medicine	NEPTUNE	New Jersey	Jersey Shore Univ Med Ctr-NJ	1395140P0	1403312236
Internal Medicine	Neptune	New Jersey	Jersey Shore Univ Med Ctr-NJ	1395140P1	1403312236
Internal Medicine	CINCINNATI	Ohio	Jewish Hospital-OH	1551140C0	1403811333
Internal Medicine	CINCINNATI	Ohio	Jewish Hospital-OH	1551140P0	1403811333
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins Hosp-MD	1242140C0	1402311153
Internal Medicine	Baltimore	Maryland	Johns Hopkins Hosp-MD	1242140C2	1402311153
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins Hosp-MD	1242140P1	1402311153
Internal Medicine/Pediatrics	BALTIMORE	Maryland	Johns Hopkins Hosp-MD	1242700C0	7002314143
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins Hosp-MD	1242140P0	1402311153
Internal Medicine	Baltimore	Maryland	Johns Hopkins Hosp-MD	1242140M0	1402311153
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins/Bayview-MD	1237140C0	1402311150
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins/Bayview-MD	1237140P1	1402311150
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins/Bayview-MD	1237140P0	1402311150
Internal Medicine	BALTIMORE	Maryland	Johns Hopkins/Bayview-MD	1237140M0	1402311150
Internal Medicine	Abingdon	Virginia	Johnston Memorial Hosp-VA	2178140C0	1405100898
Internal Medicine	Joplin	Missouri	KCU-GME Consortium-MO	1987140C0	1402800915
Internal Medicine	Honolulu	Hawaii	Kaiser Permanente Hawaii	1727140C0	1401400904
Internal Medicine	Gaithersburg	Maryland	Kaiser Permanente Mid-Atlantic-MD	2219140C0	1402300490
Internal Medicine	FONTANA	California	Kaiser Permanente-Fontana-CA	2037140C0	1400500902
Internal Medicine	Fontana	California	Kaiser Permanente-Fontana-CA	2037140P0	1400500902
Internal Medicine	Los Angeles	California	Kaiser Permanente-Los Angeles-CA	2055140C2	1400512042
Internal Medicine	Los Angeles	California	Kaiser Permanente-Los Angeles-CA	2055140C0	1400512042
Internal Medicine	Los Angeles	California	Kaiser Permanente-Los Angeles-CA	2055140P0	1400512042
Internal Medicine	Oakland	California	Kaiser Permanente-Oakland-CA	1042140C0	1400512052
Internal Medicine	Oakland	California	Kaiser Permanente-Oakland-CA	1042140C1	1400512052
Internal Medicine	Oakland	California	Kaiser Permanente-Oakland-CA	1042140M0	1400512052
Internal Medicine	Oakland	California	Kaiser Permanente-Oakland-CA	1042140P0	1400512052
Internal Medicine	SAN FRANCISCO	California	Kaiser Permanente-SF-CA	1959140C0	1400512060
Internal Medicine	SAN FRANCISCO	California	Kaiser Permanente-SF-CA	1959140P1	1400512060
Internal Medicine	SAN FRANCISCO	California	Kaiser Permanente-SF-CA	1959140P0	1400512060
Internal Medicine	SANTA CLARA	California	Kaiser Permanente-Santa Clara-CA	2135140C0	1400521067
Internal Medicine	SANTA CLARA	California	Kaiser Permanente-Santa Clara-CA	2135140P0	1400521067
Internal Medicine	SANTA CLARA	California	Kaiser Permanente-Santa Clara-CA	2135140M0	1400521067
Internal Medicine	BAKERSFIELD	California	Kern Med Ctr-CA	1921140C0	1400531031
Internal Medicine	Dayton	Ohio	Kettering Health Network-OH	1576140C1	1403800538
Internal Medicine	KETTERING	Ohio	Kettering Health Network-OH	1576140C0	1403821347
Internal Medicine	Las Vegas	Nevada	Kirk Kerkorian SOM at UNLV-NV	2028140M0	1403121497
Internal Medicine	Las Vegas	Nevada	Kirk Kerkorian SOM at UNLV-NV	2028140C0	1403121497
Internal Medicine	Las Vegas	Nevada	Kirk Kerkorian SOM at UNLV-NV	2028140P0	1403121497
Internal Medicine	BATON ROUGE	Louisiana	LSU SOM-Baton Rouge-LA	1221140C0	1402121507
Internal Medicine	BATON ROUGE	Louisiana	LSU SOM-Baton Rouge-LA	1221140P0	1402121507
Internal Medicine	New Orleans	Louisiana	LSU SOM-New Orleans-LA	1224140C0	1402121143
Internal Medicine/Pediatrics	NEW ORLEANS	Louisiana	LSU SOM-New Orleans-LA	1224700C0	7002114022
Internal Medicine	New Orleans	Louisiana	LSU SOM-New Orleans-LA	1224140P0	1402121143
Internal Medicine	Lafayette	Louisiana	LSUHSC University Hosps & Clinics-LA	1225140C0	1402111144
Internal Medicine	Lafayette	Louisiana	LSUHSC University Hosps & Clinics-LA	1225140P0	1402111144
Internal Medicine	Shrevesport	Louisiana	LSUHSC-Shreveport-LA	1232140C0	1402121148
Internal Medicine	Shreveport	Louisiana	LSUHSC-Shreveport-LA	1232140P1	1402121148
Internal Medicine/Pediatrics	SHREVEPORT	Louisiana	LSUHSC-Shreveport-LA	1232700C0	7002132101
Internal Medicine	Shreveport	Louisiana	LSUHSC-Shreveport-LA	1232140P0	1402121148
Internal Medicine	BURLINGTON	Massachusetts	Lahey Clinic-MA	3130140C0	1402421511
Internal Medicine	BURLINGTON	Massachusetts	Lahey Clinic-MA	3130140P1	1402421511
Internal Medicine	Somerset	Kentucky	Lake Cumberland Regional Hosp-KY	2373140C0	1402000143
Internal Medicine	Lakeland	Florida	Lakeland Regional Health-FL	2323140C0	1401100960
Internal Medicine	WYNNEWOOD	Pennsylvania	Lankenau Med Ctr-PA	1632140C0	1404111373
Internal Medicine	WYNNEWOOD	Pennsylvania	Lankenau Med Ctr-PA	1632140P0	1404111373
Internal Medicine	Hialeah	Florida	Larkin Comm Hosp Palm Springs Campus-FL	2238140C0	1401100957
Internal Medicine	South Miami	Florida	Larkin Community Hospital-FL	1481140C0	1401100952
Internal Medicine	Portland	Oregon	Legacy Emanuel/Good Samaritan-OR	1594140C0	1404011353
Internal Medicine	Vancouver	Washington	Legacy Salmon Creek Med Ctr-WA	2301140C0	1405400441
Internal Medicine	Allentown	Pennsylvania	Lehigh Valley Hosp-PA	1601140C0	1404121359
Internal Medicine	Salem	Virginia	LewisGale Med Ctr-VA	2129140C0	1405100436
Internal Medicine	BRONX	New York	Lincoln Med Ctr-NY	1484140C0	1403521470
Internal Medicine	BRONX	New York	Lincoln Med Ctr-NY	1484140P0	1403521470
Internal Medicine	Murrieta	California	Loma Linda Univ Med Ctr-Murrieta-CA	2251140C0	1400500008
Internal Medicine	LOMA LINDA	California	Loma Linda University-CA	1024140C0	1400521038
Internal Medicine	Loma Linda	California	Loma Linda University-CA	1024140M1	1400521038
Internal Medicine/Pediatrics	LOMA LINDA	California	Loma Linda University-CA	1024700C0	7000532003
Internal Medicine	LOMA LINDA	California	Loma Linda University-CA	1024140P0	1400521038
Internal Medicine	LOMA LINDA	California	Loma Linda University-CA	1024140M0	1400521038
Internal Medicine	Thousand Oaks	California	Los Robles Health System-CA	2264140C0	1400500931
Internal Medicine	Thousand Oaks	California	Los Robles Health System-CA	2264140P0	1400500931
Internal Medicine	Bristol	Pennsylvania	Lower Bucks Hosp-PA	2229140C0	1404100909
Internal Medicine	MAYWOOD	Illinois	Loyola Univ Med Ctr-IL	1170140C0	1401621128
Internal Medicine/Pediatrics	MAYWOOD	Illinois	Loyola Univ Med Ctr-IL	1170700C0	7001614014
Internal Medicine	MAYWOOD	Illinois	Loyola Univ Med Ctr-IL	1170140P0	1401621128
Internal Medicine	Boston	Massachusetts	MGB-Brigham & Womens Hosp-MA	1265140C0	1402421172
Internal Medicine/Pediatrics	Boston	Massachusetts	MGB-Brigham & Womens Hosp-MA	1265700C0	7002414084
Internal Medicine	Boston	Massachusetts	MGB-Brigham & Womens Hosp-MA	1265140P1	1402421172
Internal Medicine	Boston	Massachusetts	MGB-Brigham & Womens Hosp-MA	1265140P0	1402421172
Internal Medicine	Boston	Massachusetts	MGB-Brigham & Womens Hosp-MA	1265140M0	1402421172
Internal Medicine	Boston	Massachusetts	MGB-Brigham & Womens Hosp-MA	1265140M1	1402421172
Internal Medicine	BOSTON	Massachusetts	MGB-Massachusetts Gen Hosp	1261140C0	1402411169
Internal Medicine	Boston	Massachusetts	MGB-Massachusetts Gen Hosp	1261140C2	1402411169
Internal Medicine/Pediatrics	BOSTON	Massachusetts	MGB-Massachusetts Gen Hosp	1261700C2	7002414097
Internal Medicine	BOSTON	Massachusetts	MGB-Massachusetts Gen Hosp	1261140P1	1402411169
Internal Medicine	BOSTON	Massachusetts	MGB-Massachusetts Gen Hosp	1261140P0	1402411169
Internal Medicine	BOSTON	Massachusetts	MGB-Massachusetts Gen Hosp	1261140M0	1402411169
Internal Medicine	Los Angeles	California	MLK Jr Community Hospital	2311140C0	1400500003
Internal Medicine	BERWYN	Illinois	MacNeal Hospital-IL	1121140C0	1401611454
Internal Medicine	Corinth	Mississippi	Magnolia Regional Health Ctr-MS	1923140C0	1402700210
Internal Medicine	BROOKLYN	New York	Maimonides Med Ctr-NY	1428140C0	1403511283
Internal Medicine	Brooklyn	New York	Maimonides Med Ctr-NY	1428140C1	1403511283
Internal Medicine	BROOKLYN	New York	Maimonides Med Ctr-NY	1428140P0	1403511283
Internal Medicine	Portland	Maine	Maine Med Ctr	1236140C0	1402211149
Internal Medicine	Portand	Maine	Maine Med Ctr	1236140C1	1402211149
Internal Medicine/Pediatrics	PORTLAND	Maine	Maine Med Ctr	1236700C0	7002232128
Internal Medicine	Portland	Maine	Maine Med Ctr	1236140M0	1402211149
Internal Medicine	Bradenton	Florida	Manatee Memorial Hosp-FL	2109140C0	1401100948
Internal Medicine	HUNTINGTON	West Virginia	Marshall University SOM-WV	3066140C0	1405521439
Internal Medicine/Pediatrics	HUNTINGTON	West Virginia	Marshall University SOM-WV	3066700C0	7005532079
Internal Medicine	HUNTINGTON	West Virginia	Marshall University SOM-WV	3066140P0	1405521439
Internal Medicine	MARSHFIELD	Wisconsin	Marshfield Clinic-WI	1780140C0	1405631444
Internal Medicine/Pediatrics	MARSHFIELD	Wisconsin	Marshfield Clinic-WI	1780700C0	7005614109
Internal Medicine	Fredericksburg	Virginia	Mary Washington Healthcare-VA	2347140C0	1405100002
Internal Medicine	Salem	Massachusetts	Mass General Brigham-MA	2395140C0	1402412180
Internal Medicine	Salem	Massachusetts	Mass General Brigham-MA	2395140P1	1402412180
Internal Medicine	Salem	Massachusetts	Mass General Brigham-MA	2395140P0	1402412180
Internal Medicine/Dermatology	Boston	Massachusetts	Mass General Brigham-MA	2395785C0	7852444011
Internal Medicine	SCOTTSDALE	Arizona	Mayo Clinic School of Grad Med Educ-AZ	3200140C0	1400321512
Internal Medicine	SCOTTSDALE	Arizona	Mayo Clinic School of Grad Med Educ-AZ	3200140M0	1400321512
Internal Medicine	JACKSONVILLE	Florida	Mayo Clinic School of Grad Med Educ-FL	1032140C0	1401121509
Internal Medicine	ROCHESTER	Minnesota	Mayo Clinic School of Grad Med Educ-MN	1328140C1	1402621208
Internal Medicine	ROCHESTER	Minnesota	Mayo Clinic School of Grad Med Educ-MN	1328140C0	1402621208
Internal Medicine	ROCHESTER	Minnesota	Mayo Clinic School of Grad Med Educ-MN	1328140P0	1402621208
Internal Medicine	FLINT	Michigan	McLaren Health Care Corp-MI	1866140C0	1402521471
Internal Medicine	Lansing	Michigan	McLaren Health Care Corp-MI	1866140C1	1402500926
Internal Medicine	Mount Clemens	Michigan	McLaren Health Care Corp-MI	1866140C2	1402500925
Internal Medicine	Pontiac	Michigan	McLaren Health Care Corp-MI	1866140C3	1402500917
Internal Medicine	MILWAUKEE	Wisconsin	Med Coll Wisconsin Affil Hosps	1784140C2	1405631445
Internal Medicine	MILWAUKEE	Wisconsin	Med Coll Wisconsin Affil Hosps	1784140C0	1405631445
Internal Medicine	MILWAUKEE	Wisconsin	Med Coll Wisconsin Affil Hosps	1784140C1	1405631445
Internal Medicine/Psychiatry	Milwaukee	Wisconsin	Med Coll Wisconsin Affil Hosps	1784715C0	7155600001
Internal Medicine/Pediatrics	MILWAUKEE	Wisconsin	Med Coll Wisconsin Affil Hosps	1784700C0	7005632096
Internal Medicine	MILWAUKEE	Wisconsin	Med Coll Wisconsin Affil Hosps	1784140P0	1405631445
Internal Medicine	MILWAUKEE	Wisconsin	Med Coll Wisconsin Affil Hosps	1784140M0	1405631445
Internal Medicine	Florence	South Carolina	Med Univ of SC Regional Network	2398140C0	1404500002
Internal Medicine	WASHINGTON	District Of Columbia	MedStar Georgetown Univ Hosp-DC	1801140C0	1401021091
Internal Medicine/Pediatrics	WASHINGTON	District Of Columbia	MedStar Georgetown Univ Hosp-DC	1801700C0	7001014129
Internal Medicine	BALTIMORE	Maryland	MedStar Union Memorial Hosp-MD	1251140C0	1402312159
Internal Medicine	Baltimore	Maryland	MedStar Union Memorial Hosp-MD	1251140P5	1402312159
Internal Medicine	Baltimore	Maryland	MedStar Union Memorial Hosp-MD	1251140P3	1402312159
Internal Medicine	Baltimore	Maryland	MedStar Union Memorial Hosp-MD	1251140P4	1402312159
Internal Medicine	BALTIMORE	Maryland	MedStar Union Memorial Hosp-MD	1251140P0	1402312159
Internal Medicine	WASHINGTON	District Of Columbia	MedStar Washington Hosp Ctr-DC	1800140C0	1401011097
Internal Medicine/Dermatology	WASHINGTON	District Of Columbia	MedStar Washington Hosp Ctr-DC	1800785C0	7851044005
Internal Medicine	WASHINGTON	District Of Columbia	MedStar Washington Hosp Ctr-DC	1800140P0	1401011097
Internal Medicine	Augusta	Georgia	Medical College of Georgia	1985140C1	1401221107
Internal Medicine	Augusta	Georgia	Medical College of Georgia	1985140C0	1401221107
Internal Medicine	Augusta	Georgia	Medical College of Georgia	1985140C2	1401221107
Internal Medicine	Augusta	Georgia	Medical College of Georgia	1985140P0	1401221107
Internal Medicine	Charleston	South Carolina	Medical University of SC	1680140C0	1404521403
Internal Medicine	Charleston	South Carolina	Medical University of SC	1680140C2	1404521403
Internal Medicine	Charleston	South Carolina	Medical University of SC	1680140C1	1404521403
Internal Medicine	Charleston	South Carolina	Medical University of SC	1680140P1	1404521403
Internal Medicine/Pediatrics	CHARLESTON	South Carolina	Medical University of SC	1680700C0	7004532127
Internal Medicine	Charleston	South Carolina	Medical University of SC	1680140P0	1404521403
Internal Medicine/Psychiatry	CHARLESTON	South Carolina	Medical University of SC	1680715C0	7154544025
Internal Medicine	NASHVILLE	Tennessee	Meharry/Metro General Hosp-TN	1028140C0	1404711413
Internal Medicine	NASHVILLE	Tennessee	Meharry/Metro General Hosp-TN	1028140P0	1404711413
Internal Medicine	SAVANNAH	Georgia	Memorial Health Univ Med Ctr-GA	1971140C0	1401212108
Internal Medicine	Savannah	Georgia	Memorial Health Univ Med Ctr-GA	1971140C1	1401212108
Internal Medicine	Pembroke Pines	Florida	Memorial Healthcare System-FL	2085140C0	1401100950
Internal Medicine	Pembroke Pines	Florida	Memorial Healthcare System-FL	2085140P0	1401100950
Internal Medicine	Gulfport	Mississippi	Memorial Hospital at Gulfport-MS	2294140C0	1402700001
Internal Medicine	Darby	Pennsylvania	Mercy Catholic Med Ctr-PA	1636140C0	1404111375
Internal Medicine	Darby	Pennsylvania	Mercy Catholic Med Ctr-PA	1636140P0	1404111375
Internal Medicine	Lima	Ohio	Mercy Health-St Ritas Med Ctr-OH	2203140C0	1403800544
Internal Medicine	ST LOUIS	Missouri	Mercy Hospital St Louis-MO	1362140C0	1402831217
Internal Medicine	Des Moines	Iowa	Mercy Med Ctr-Des Moines-IA	1346140C0	1401800139
Internal Medicine	Des Moines	Iowa	Mercy Med Ctr-Des Moines-IA	1346140M0	1401800139
Internal Medicine	Toledo	Ohio	Mercy St Vincent Med Ctr-OH	1580140C0	1403812533
Internal Medicine	Mason City	Iowa	MercyOne North Iowa Med Ctr	2015140C0	1401800140
Internal Medicine	Rockford	Illinois	Mercyhealth GME Consortium-IL	2163140C0	1401600547
Internal Medicine	DALLAS	Texas	Methodist Health System Dallas-TX	1707140C0	1404812417
Internal Medicine	Memphis	Tennessee	Methodist Healthcare Memphis Hosps-TN	2330140C0	1404700001
Internal Medicine	San Antonio	Texas	Methodist Healthcare Sys-San Antonio-TX	1535140C0	1404800008
Internal Medicine	Houston	Texas	Methodist Hospital-Houston-TX	1167140C0	1404813534
Internal Medicine	The Woodlands	Texas	Methodist Hospital-Houston-TX	1167140C1	1404800003
Internal Medicine	FRAMINGHAM	Massachusetts	MetroWest Med Ctr-Framingham-MA	1812140C0	1402421177
Internal Medicine	Cottonwood	Arizona	Midwestern University OPTI-AZ	2156140C0	1400300539
Internal Medicine	Mesa	Arizona	Midwestern University OPTI-AZ	2156140C1	1400300538
Internal Medicine	Sierra Vista	Arizona	Midwestern University OPTI-AZ	2156140C2	1400300540
Internal Medicine	Mobile	Alabama	Mobile Infirmary Med Ctr-AL	2405140C0	1400100003
Internal Medicine	Mobile	Alabama	Mobile Infirmary Med Ctr-AL	2405140P0	1400100003
Internal Medicine	BRONX	New York	Montefiore Med Ctr/Einstein-NY	3153140C3	1403521285
Internal Medicine	BRONX	New York	Montefiore Med Ctr/Einstein-NY	3153140C0	1403521287
Internal Medicine	Bronx	New York	Montefiore Med Ctr/Einstein-NY	3153140P4	1403521287
Internal Medicine	BRONX	New York	Montefiore Med Ctr/Einstein-NY	3153140P3	1403521285
Internal Medicine	BRONX	New York	Montefiore Med Ctr/Einstein-NY	3153140M0	1403521287
Internal Medicine	Newburgh	New York	Montefiore St Lukes Cornwall-NY	2309140C0	1403500001
Internal Medicine	New Rochelle	New York	Montefiore-New Rochelle/Einstein-NY	1459140C0	1403511258
Internal Medicine	New Rochelle	New York	Montefiore-New Rochelle/Einstein-NY	1459140P0	1403511258
Internal Medicine	ATLANTA	Georgia	Morehouse Sch of Med-GA	2099140C0	1401221502
Internal Medicine	ATLANTA	Georgia	Morehouse Sch of Med-GA	2099140P0	1401221502
Internal Medicine	MORRISTOWN	New Jersey	Morristown Med Ctr-NJ	1394140C0	1403311235
Internal Medicine	MORRISTOWN	New Jersey	Morristown Med Ctr-NJ	1394140P0	1403311235
Internal Medicine	Grove City	Ohio	Mount Carmel Health System-OH	1565140C0	1403812341
Internal Medicine	Asheville	North Carolina	Mountain AHEC-NC	3023140C0	1403600333
Internal Medicine	Asheville	North Carolina	Mountain AHEC-NC	3023140C1	1403600333
Internal Medicine	Montclair	New Jersey	Mountainside Hosp-NJ	1393140C0	1403311234
Internal Medicine	Montclair	New Jersey	Mountainside Hosp-NJ	1393140C1	1403311234
Internal Medicine	Montclair	New Jersey	Mountainside Hosp-NJ	1393140P0	1403311234
Internal Medicine	Cambridge	Massachusetts	Mt Auburn Hospital-MA	1269140C0	1402411176
Internal Medicine	Cambridge	Massachusetts	Mt Auburn Hospital-MA	1269140P1	1402411176
Internal Medicine	Cambridge	Massachusetts	Mt Auburn Hospital-MA	1269140P0	1402411176
Internal Medicine	Cambridge	Massachusetts	Mt Auburn Hospital-MA	1269140M0	1402411176
Internal Medicine	Chicago	Illinois	Mt Sinai Hosp Med Ctr-IL	1144140P0	1401621541
